/usr/local/anaconda3/envs/hcl_utilities/bin/python /Users/user/source/historic_coastal_landfills/projects/source/utilities/python/hcl_utilities/plot_hcl_site_markers_on_map.py 
2023-02-06 12:37:59.221 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 139 of 281
2023-02-06 12:37:59.224 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 113 of 281
2023-02-06 12:37:59.225 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 95 of 281
2023-02-06 12:37:59.225 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 86 of 281
2023-02-06 12:37:59.227 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 104 of 281
2023-02-06 12:37:59.246 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 122 of 281
2023-02-06 12:37:59.254 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 131 of 281
2023-02-06 12:37:59.257 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 78 of 281
2023-02-06 12:37:59.271 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 140 of 281
2023-02-06 12:37:59.277 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 96 of 281
2023-02-06 12:37:59.278 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 105 of 281
2023-02-06 12:37:59.282 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 114 of 281
2023-02-06 12:37:59.283 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 87 of 281
2023-02-06 12:37:59.297 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 123 of 281
2023-02-06 12:37:59.305 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 79 of 281
2023-02-06 12:37:59.312 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 132 of 281
2023-02-06 12:37:59.321 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 141 of 281
2023-02-06 12:37:59.328 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 88 of 281
2023-02-06 12:37:59.329 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 97 of 281
2023-02-06 12:37:59.335 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 106 of 281
2023-02-06 12:37:59.337 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 115 of 281
2023-02-06 12:37:59.350 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 80 of 281
2023-02-06 12:37:59.353 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 124 of 281
2023-02-06 12:37:59.362 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 133 of 281
2023-02-06 12:37:59.368 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 142 of 281
2023-02-06 12:37:59.373 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 89 of 281
2023-02-06 12:37:59.376 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 98 of 281
2023-02-06 12:37:59.377 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 107 of 281
2023-02-06 12:37:59.385 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 116 of 281
2023-02-06 12:37:59.395 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 144 of 281
2023-02-06 12:37:59.394 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 125 of 281
2023-02-06 12:37:59.405 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 134 of 281
2023-02-06 12:37:59.411 | INFO     | preprocess.initial_preprocess:get_lat_long_postcode_from_easting_and_northing_worker:155 - Converting easting and northing into latitude and longitude for site: 143 of 281
